ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Cluster
467246,Male,No,21,No,Doctor,9.0,Low,3.0,Cat_7,D,2
462969,Male,Yes,58,Yes,Artist,8.0,Low,1.0,Cat_3,B,3
460959,Female,No,28,No,Artist,5.0,Low,5.0,Cat_3,C,2
461911,Male,Yes,57,No,Executive,0.0,Low,1.0,Cat_6,A,1
459882,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,B,0
459632,Female,Yes,52,No,Marketing,1.0,High,3.0,Cat_4,D,0
462613,Female,Yes,35,No,Engineer,0.0,Average,5.0,Cat_4,D,0
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,Cat_6,D,1
462394,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
462010,Female,No,31,Yes,Artist,14.0,Low,3.0,Cat_2,A,3
461371,Male,Yes,37,Yes,Doctor,0.0,Average,2.0,Cat_6,A,0
462376,Male,Yes,71,Yes,Executive,0.0,High,2.0,Cat_6,B,0
459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,Cat_4,D,1
462658,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0,Yes,A,3
462583,Male,No,26,Yes,Artist,0.0,Low,4.0,Cat_4,D,2
459858,Female,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,D,2
459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0,Cat_1,B,0
467135,Female,Yes,51,Yes,Artist,1.0,Average,5.0,Cat_6,C,0
460413,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,B,3
466206,Female,Yes,60,Yes,Artist,2.0,Average,2.0,Cat_3,C,0
463192,Female,Yes,46,No,Entertainment,4.0,Average,2.0,Cat_4,A,0
467382,Male,Yes,36,Yes,Doctor,9.0,Average,2.0,Cat_6,C,3
466750,Female,No,18,Yes,Healthcare,0.0,Low,3.0,Cat_3,D,2
463801,Female,No,30,No,Engineer,0.0,Low,1.0,Cat_6,A,1
467296,Female,Yes,69,Yes,Artist,1.0,Average,2.0,Cat_3,C,0
460651,Male,No,32,No,Homemaker,8.0,Low,2.0,Cat_4,A,3
460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A,1
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0,Cat_6,C,3
461775,Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,B,0
465711,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
462833,Male,Yes,33,No,Doctor,0.0,Average,5.0,Cat_6,D,0
465506,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0,Cat_4,B,0
463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3,D,0
464987,Male,Yes,50,Yes,Executive,1.0,High,5.0,Cat_6,B,0
459114,Male,Yes,57,Yes,Artist,1.0,Average,2.0,Cat_6,C,0
467928,Male,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C,0
462881,Female,Yes,66,Yes,Artist,0.0,High,3.0,Cat_6,B,0
466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3,B,1
463191,Male,No,26,No,Healthcare,1.0,Low,1.0,Cat_4,D,2
460861,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D,2
465610,Female,No,42,Yes,Artist,8.0,Low,2.0,Cat_6,C,3
460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0,Cat_6,B,1
462876,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_1,D,2
465333,Female,Yes,37,Yes,Artist,2.0,Low,2.0,Cat_7,C,1
463121,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,A,0
460379,Male,No,35,Yes,Artist,9.0,Low,3.0,Cat_6,A,3
462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,1
460307,Male,No,27,No,Entertainment,6.0,Low,2.0,Cat_6,D,3
464383,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,C,1
467931,Male,No,25,Yes,Doctor,0.0,Low,2.0,Cat_6,D,1
466594,Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6,C,0
461200,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,C,2
465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0,Cat_3,B,3
459688,Male,No,52,Yes,Artist,3.0,Low,1.0,Cat_6,B,1
463549,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
466696,Female,Yes,48,Yes,Artist,2.0,Average,4.0,Cat_6,C,0
462906,Female,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
461527,Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,B,1
461354,Female,No,63,No,Entertainment,0.0,Low,1.0,Cat_2,B,1
462483,Male,Yes,63,Yes,Unemployed,1.0,Average,2.0,Cat_6,C,0
463938,Male,Yes,28,Yes,Engineer,1.0,Low,2.0,Cat_4,B,1
461661,Female,Yes,37,Yes,Artist,7.0,Average,2.0,Cat_2,C,3
463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0,Cat_6,B,3
465627,Female,No,37,Yes,Healthcare,1.0,Low,1.0,Cat_6,B,1
465242,Male,No,22,No,Healthcare,7.0,Low,4.0,Cat_3,D,2
465170,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0,Cat_6,C,1
467359,Male,Yes,41,Yes,Artist,6.0,Average,2.0,Cat_6,C,3
460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,Cat_6,A,1
465984,Male,Yes,23,No,Healthcare,8.0,High,5.0,Cat_6,D,0
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A,1
464241,Female,Yes,89,Yes,Artist,1.0,High,2.0,Cat_6,C,0
467141,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6,A,1
466933,Female,Yes,52,No,Engineer,0.0,Low,2.0,Cat_4,A,1
465035,Female,Yes,74,Yes,Lawyer,12.0,High,2.0,Cat_6,C,3
461415,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_6,A,1
461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C,0
465523,Female,Yes,45,Yes,Engineer,0.0,High,5.0,Cat_6,C,0
459631,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,D,0
465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,Cat_6,A,0
463782,Female,No,29,Yes,Artist,8.0,Low,1.0,Cat_6,A,3
463243,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D,2
465489,Female,No,50,Yes,Engineer,1.0,Low,5.0,Cat_6,A,1
467100,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_2,B,1
460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0,Cat_6,C,3
459753,Male,Yes,40,Yes,Marketing,1.0,Average,2.0,Cat_2,A,0
464030,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D,2
463220,Male,Yes,46,No,Engineer,0.0,Average,3.0,Cat_6,B,0
465237,Male,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6,D,0
467564,Male,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,B,0
465113,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_4,C,0
459516,Female,Yes,63,Yes,Artist,1.0,Average,2.0,Cat_6,C,0
465965,Female,Yes,41,No,Marketing,8.0,Low,2.0,Cat_6,A,3
460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,Cat_6,A,0
467314,Male,Yes,43,No,Artist,0.0,Average,2.0,Cat_6,C,0
459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0,Cat_6,A,1
467295,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C,2
466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C,0
463533,Female,Yes,87,Yes,Artist,1.0,High,2.0,Cat_2,C,0
467890,Male,Yes,62,Yes,Entertainment,0.0,Average,4.0,Cat_6,B,0
467541,Male,Yes,43,Yes,Artist,1.0,High,3.0,Cat_6,A,0
460183,Male,No,36,No,Entertainment,8.0,Low,2.0,Cat_6,D,3
463634,Female,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,A,2
463100,Female,No,37,No,Homemaker,8.0,Low,1.0,Cat_6,D,3
460550,Female,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_3,C,0
465867,Female,Yes,35,Yes,Artist,8.0,High,5.0,Cat_6,B,0
462964,Male,Yes,39,No,Artist,7.0,Average,3.0,Cat_6,C,3
466685,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_6,D,2
460719,Female,Yes,75,Yes,Lawyer,1.0,Low,2.0,Cat_3,D,1
463005,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0,Cat_4,B,3
466377,Male,Yes,62,Yes,Unemployed,8.0,Average,2.0,Cat_6,C,3
464796,Male,Yes,43,No,Marketing,3.0,High,4.0,Cat_4,A,0
460682,Male,Yes,43,No,Artist,6.0,Low,2.0,Cat_3,B,3
459744,Male,Yes,29,Yes,Artist,9.0,Average,2.0,Cat_6,B,3
460084,Female,No,27,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,1
461119,Female,No,23,No,Healthcare,6.0,Low,3.0,Cat_3,D,2
463441,Male,Yes,42,Yes,Artist,8.0,High,4.0,Cat_6,C,0
466971,Male,No,65,Yes,Executive,9.0,Low,3.0,Cat_6,D,3
463208,Male,Yes,57,Yes,Executive,1.0,Average,5.0,Cat_6,C,0
467877,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0,Cat_6,D,1
467360,Male,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,B,0
461576,Male,Yes,39,Yes,Artist,10.0,Low,2.0,Cat_4,C,3
461966,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,C,1
463398,Male,No,29,No,Marketing,9.0,Low,4.0,Cat_3,C,3
466096,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0,Cat_4,B,1
464433,Male,No,33,Yes,Artist,1.0,Low,2.0,Cat_2,A,1
461082,Male,No,23,No,Healthcare,8.0,Low,4.0,Cat_1,D,2
465942,Female,Yes,33,Yes,Marketing,8.0,High,2.0,Cat_6,D,3
464354,Female,No,43,Yes,Engineer,3.0,Low,2.0,Cat_4,A,1
464252,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
463463,Male,Yes,32,No,Doctor,0.0,Low,2.0,Cat_6,A,1
465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0,Cat_6,B,1
462214,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,D,1
466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0,Cat_6,B,1
459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0,Cat_6,D,3
460847,Male,No,27,Yes,Artist,1.0,Low,3.0,Cat_6,A,1
463222,Female,No,36,Yes,Healthcare,2.0,Low,2.0,Cat_6,A,1
462816,Male,Yes,76,No,Entertainment,0.0,Low,1.0,Cat_6,D,1
461979,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,C,3
467170,Male,Yes,35,Yes,Artist,8.0,Low,4.0,Cat_7,A,3
462609,Female,Yes,48,No,Doctor,4.0,Low,1.0,Cat_4,D,1
466332,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_2,D,2
459594,Female,Yes,42,Yes,Artist,5.0,Low,1.0,Cat_6,A,1
464147,Male,Yes,41,Yes,Artist,0.0,High,3.0,Cat_6,C,0
463007,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D,0
464119,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
463310,Male,Yes,60,Yes,Entertainment,0.0,Low,2.0,Cat_3,A,1
465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
459826,Female,No,31,No,Unemployed,1.0,Low,1.0,Cat_7,C,2
466174,Female,No,20,No,Healthcare,8.0,Low,4.0,Cat_2,D,2
463596,Female,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,C,2
465455,Male,No,26,No,Doctor,0.0,Low,2.0,Cat_6,D,2
462867,Male,Yes,28,No,Artist,1.0,Low,2.0,Cat_6,A,1
459140,Female,No,18,No,Healthcare,7.0,Low,6.0,Cat_6,D,2
464295,Female,No,30,No,Healthcare,7.0,Low,6.0,Cat_4,C,2
460067,Female,No,39,Yes,Entertainment,11.0,Low,1.0,Cat_6,A,3
467222,Male,Yes,74,Yes,Entertainment,1.0,Average,2.0,Cat_6,A,0
461482,Female,No,52,Yes,Artist,9.0,Low,1.0,Cat_6,C,3
462514,Male,No,25,Yes,Healthcare,1.0,Low,2.0,Cat_4,D,2
459796,Male,Yes,66,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
463722,Male,Yes,55,Yes,Executive,9.0,High,2.0,Cat_6,C,0
462278,Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,C,2
463799,Female,No,41,Yes,Artist,0.0,Low,4.0,Cat_2,B,1
464259,Male,Yes,59,Yes,Artist,1.0,Average,4.0,Cat_6,B,0
467159,Female,Yes,39,Yes,Homemaker,8.0,High,2.0,Cat_6,D,3
460669,Male,Yes,48,Yes,Executive,0.0,Low,2.0,Cat_1,B,1
462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0,Cat_6,D,3
461216,Female,No,43,No,Unemployed,1.0,Low,2.0,Cat_6,A,2
464298,Male,No,26,No,Doctor,1.0,Low,1.0,Cat_6,A,2
465039,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,B,0
467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0,Cat_6,A,0
467731,Male,Yes,56,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
461721,Male,No,26,Yes,Entertainment,7.0,Low,5.0,Cat_5,D,3
463166,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,A,1
465944,Female,Yes,36,No,Engineer,4.0,High,3.0,Cat_7,A,0
461061,Female,No,38,Yes,Engineer,3.0,Low,1.0,Cat_2,B,1
463010,Male,Yes,81,No,Executive,0.0,Low,1.0,Cat_6,D,1
464756,Female,No,25,No,Engineer,5.0,Low,3.0,Cat_4,B,2
467366,Male,No,42,Yes,Artist,1.0,Low,1.0,Cat_4,A,1
464006,Male,No,32,No,Healthcare,0.0,Low,5.0,Cat_6,B,2
461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,D,3
466216,Male,No,29,No,Entertainment,1.0,Low,4.0,Cat_4,A,2
463690,Female,No,28,No,Healthcare,7.0,Low,4.0,Cat_6,D,2
465929,Male,No,26,Yes,Healthcare,8.0,Low,5.0,Cat_6,D,2
461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C,0
460402,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_7,A,1
467367,Male,Yes,70,Yes,Lawyer,1.0,Low,2.0,Cat_6,B,1
464770,Female,No,38,No,Engineer,1.0,Low,1.0,Cat_4,A,1
464918,Male,No,39,No,Artist,1.0,Low,1.0,Cat_4,D,1
461639,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,A,0
464254,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,0
462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0,Cat_4,B,1
466976,Male,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_6,B,1
467079,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B,1
467724,Male,Yes,46,No,Artist,1.0,High,3.0,Cat_6,B,0
459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A,3
464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_4,B,0
467143,Female,No,53,No,Lawyer,1.0,Low,3.0,Cat_6,D,2
464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,Cat_6,B,0
459415,Male,No,26,No,Doctor,0.0,Low,4.0,Cat_6,A,2
459387,Male,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,D,1
467895,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C,2
459838,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,C,0
463695,Female,No,30,Yes,Doctor,1.0,Low,4.0,Cat_2,A,2
464512,Male,Yes,43,No,Executive,8.0,Low,3.0,Cat_6,A,3
467419,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,B,1
462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,C,0
464124,Female,Yes,74,Yes,Doctor,1.0,Low,2.0,Cat_6,B,1
459638,Male,No,25,Yes,Healthcare,1.0,Low,2.0,Cat_6,D,2
466194,Male,Yes,89,No,Lawyer,0.0,Low,1.0,Cat_6,A,1
461807,Male,No,30,Yes,Doctor,10.0,Low,4.0,Cat_6,D,3
460456,Male,Yes,33,No,Executive,0.0,High,5.0,Cat_3,D,0
462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0,Cat_6,A,0
461297,Male,Yes,69,No,Lawyer,0.0,High,2.0,Cat_6,C,0
464430,Female,Yes,51,Yes,Engineer,6.0,Average,2.0,Cat_6,C,3
459416,Male,No,19,No,Artist,10.0,Low,3.0,Cat_6,A,3
464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,B,0
466276,Female,No,32,No,Doctor,0.0,Low,5.0,Cat_4,D,2
467829,Female,No,22,No,Doctor,3.0,Low,4.0,Cat_2,D,2
463813,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,A,2
461733,Female,Yes,43,Yes,Artist,0.0,High,3.0,Cat_6,B,0
466925,Male,No,19,No,Healthcare,7.0,Low,2.0,Cat_6,D,2
467846,Male,Yes,48,Yes,Artist,1.0,Average,3.0,Cat_6,C,0
459596,Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B,0
460597,Female,No,20,No,Marketing,1.0,Low,2.0,Cat_3,D,2
467788,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
467966,Female,No,31,Yes,Entertainment,9.0,Low,3.0,Cat_7,D,3
464503,Male,No,25,Yes,Artist,9.0,Low,3.0,Cat_6,A,3
460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,C,3
467014,Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6,C,3
466637,Male,Yes,48,Yes,Artist,1.0,High,5.0,Cat_2,C,0
462553,Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,B,2
459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0,Cat_4,D,1
464074,Female,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,C,0
463734,Male,Yes,38,No,Executive,0.0,Average,3.0,Cat_6,A,0
466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,C,3
459193,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,A,1
462143,Male,Yes,80,No,Artist,1.0,Low,2.0,Cat_6,A,1
467700,Male,Yes,57,Yes,Entertainment,1.0,Average,2.0,Cat_6,C,0
467140,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0,Cat_6,C,3
463356,Male,No,29,Yes,Healthcare,5.0,Low,4.0,Cat_2,D,2
466797,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,2
459234,Female,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6,D,1
460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,B,0
463901,Male,Yes,35,No,Artist,0.0,Low,6.0,Cat_4,C,2
465494,Male,Yes,41,Yes,Doctor,9.0,Average,2.0,Cat_6,B,3
461552,Female,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6,B,0
459239,Male,Yes,81,No,Entertainment,1.0,Low,1.0,Cat_6,A,1
466379,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0,Cat_6,C,1
464759,Female,No,38,No,Engineer,8.0,Low,1.0,Cat_4,A,3
461994,Male,Yes,18,No,Doctor,10.0,Low,2.0,Cat_6,D,3
461802,Male,No,37,Yes,Artist,1.0,Low,4.0,Cat_6,B,2
462527,Male,Yes,43,No,Artist,4.0,Average,2.0,Cat_6,C,0
461800,Female,No,36,Yes,Doctor,4.0,Low,1.0,Cat_2,B,1
460933,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,A,0
460189,Male,No,33,No,Entertainment,14.0,Low,1.0,Cat_6,D,3
459031,Male,Yes,43,No,Executive,1.0,High,5.0,Cat_4,B,0
464673,Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,D,0
459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0,Cat_6,B,3
460136,Male,No,27,Yes,Artist,10.0,Low,3.0,Cat_6,D,3
460973,Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,D,2
460187,Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,A,1
460679,Female,No,19,Yes,Healthcare,9.0,Low,4.0,Cat_3,D,3
459700,Male,Yes,37,Yes,Executive,0.0,Average,5.0,Cat_6,B,0
464787,Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_4,A,1
467201,Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_7,D,2
462614,Male,Yes,51,No,Entertainment,1.0,Average,5.0,Cat_4,D,0
460813,Female,Yes,86,No,Lawyer,1.0,High,2.0,Cat_6,A,0
462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,Cat_6,A,0
463344,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B,0
463633,Male,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B,0
466278,Female,No,31,No,Unemployed,0.0,Low,2.0,Cat_3,A,2
464964,Female,Yes,71,No,Artist,1.0,High,2.0,Cat_4,B,0
462317,Female,No,32,No,Entertainment,3.0,Low,6.0,Cat_4,D,2
467353,Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,A,1
464169,Male,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,D,0
464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,B,1
463518,Male,Yes,30,No,Executive,5.0,High,4.0,Cat_6,A,0
459711,Male,Yes,37,No,Executive,9.0,High,6.0,Cat_6,D,0
460788,Female,No,30,Yes,Doctor,0.0,Low,9.0,Cat_4,A,2
459392,Female,No,23,No,Doctor,0.0,Low,3.0,Cat_6,C,2
467887,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_1,B,1
467743,Male,Yes,48,No,Executive,1.0,High,4.0,Cat_1,B,0
460368,Male,No,28,Yes,Healthcare,0.0,Low,7.0,Cat_6,C,2
463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0,Cat_6,C,0
467046,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A,2
463099,Male,Yes,85,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,1
462439,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D,2
464182,Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_2,C,0
464810,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,A,1
464234,Male,Yes,68,Yes,Entertainment,0.0,Low,3.0,Cat_2,A,1
464683,Male,Yes,52,No,Engineer,0.0,Average,6.0,Cat_4,B,0
463349,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D,2
465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,D,3
465261,Female,No,21,Yes,Healthcare,0.0,Low,4.0,Cat_1,D,2
459780,Female,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A,2
462031,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,C,0
464933,Male,No,25,No,Unemployed,0.0,Low,1.0,Cat_4,D,2
463941,Female,No,32,No,Artist,1.0,Low,6.0,Cat_4,D,2
466842,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,D,2
459014,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
462420,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,C,2
465250,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D,2
466513,Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,B,0
461791,Female,No,22,No,Lawyer,8.0,Low,1.0,Cat_6,D,3
467160,Male,Yes,40,No,Unemployed,0.0,Average,2.0,Cat_3,A,0
464586,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,B,1
461391,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0,Cat_6,C,1
466658,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D,2
459728,Female,Yes,53,Yes,Artist,2.0,Average,4.0,Cat_6,C,0
464618,Male,Yes,35,Yes,Artist,5.0,Low,1.0,Cat_6,B,1
462219,Male,Yes,59,No,Executive,0.0,Low,5.0,Cat_4,B,0
467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D,3
459655,Male,Yes,39,Yes,Artist,1.0,Average,3.0,Cat_6,B,0
462182,Male,Yes,88,No,Artist,7.0,Low,1.0,Cat_6,D,1
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C,0
460721,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D,2
459517,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,D,2
461441,Male,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
465390,Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,D,1
466160,Female,Yes,51,Yes,Engineer,1.0,Average,2.0,Cat_6,C,0
463842,Female,Yes,48,Yes,Engineer,0.0,High,4.0,Cat_6,B,0
465902,Male,No,25,Yes,Executive,3.0,Low,3.0,Cat_6,D,1
467034,Male,Yes,89,No,Executive,0.0,High,2.0,Cat_6,A,0
466247,Female,Yes,51,Yes,Artist,0.0,Low,4.0,Cat_2,C,1
465747,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,C,3
464203,Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,B,1
462373,Male,Yes,36,Yes,Entertainment,9.0,High,3.0,Cat_6,B,3
465364,Female,No,38,Yes,Doctor,5.0,Low,5.0,Cat_2,A,2
464280,Male,Yes,47,Yes,Entertainment,1.0,Low,4.0,Cat_6,C,1
460993,Male,Yes,61,Yes,Artist,1.0,Average,4.0,Cat_6,C,0
464227,Male,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C,0
461141,Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,A,1
465297,Male,Yes,88,No,Unemployed,1.0,High,3.0,Cat_6,A,0
467282,Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,A,0
459790,Male,No,28,No,Doctor,10.0,Low,3.0,Cat_6,C,3
464670,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,B,0
462093,Male,No,33,Yes,Artist,1.0,Low,2.0,Cat_4,D,1
459398,Female,Yes,60,No,Lawyer,1.0,High,2.0,Cat_6,C,0
461136,Male,No,59,Yes,Artist,1.0,Low,1.0,Cat_6,B,1
461379,Male,No,31,Yes,Healthcare,0.0,Low,2.0,Cat_5,D,2
461956,Female,No,31,Yes,Artist,2.0,Low,2.0,Cat_6,A,1
460283,Male,Yes,43,Yes,Doctor,14.0,Low,2.0,Cat_6,A,3
460337,Female,No,42,Yes,Marketing,10.0,Low,3.0,Cat_6,D,3
463275,Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,D,3
461234,Female,No,53,Yes,Artist,3.0,Low,2.0,Cat_4,A,1
